room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
3560553,1407,3828899,Entire home/apt,,Turin,,San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna,0,0.0,6,3.0,,98.0,,2017-06-29 01:28:37.946526,45.07027,7.631461,0101000020E61000003ECC5EB69D861E40E9F17B9BFE884640
9265377,1407,47962178,Entire home/apt,,Turin,,San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna,1,0.0,2,2.0,,93.0,,2017-06-29 01:28:37.920224,45.070612,7.661147,0101000020E6100000E0641BB803A51E40425A63D009894640
13558404,1407,49440995,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,0,0.0,4,1.0,,87.0,,2017-06-29 01:28:37.917453,45.038089,7.671361,0101000020E61000004B3D0B4279AF1E402EABB019E0844640
5908789,1407,22966916,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",15,4.5,4,1.0,,93.0,,2017-06-29 01:28:36.373238,45.082255,7.674476,0101000020E610000062BF27D6A9B21E405C77F354878A4640
11469207,1407,480273,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,2,0.0,4,1.0,,93.0,,2017-06-29 01:28:35.421532,45.062736,7.700003,0101000020E610000055682096CDCC1E401424B6BB07884640
9431293,1407,480273,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,4,1.0,,93.0,,2017-06-29 01:28:35.412424,45.0681,7.663212,0101000020E61000004E42E90B21A71E40C66D3480B7884640
13230028,1407,31398849,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",1,0.0,4,2.0,,87.0,,2017-06-29 01:28:33.658336,45.065442,7.712697,0101000020E61000004AD40B3ECDD91E4075E4486760884640
9178624,1407,25839047,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,2,0.0,,87.0,,2017-06-29 01:28:33.655762,45.072652,7.680391,0101000020E610000090F8156BB8B81E4097FE25A94C894640
19215072,1407,10269302,Entire home/apt,,Turin,,Borgo Vittoria - Madonna di Campagna - Lucento - Vallette,0,0.0,2,0.0,,87.0,,2017-06-29 01:28:33.646106,45.095898,7.675022,0101000020E6100000725298F738B31E403BE0BA62468C4640
18065109,1407,124024178,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",2,0.0,6,2.0,,98.0,,2017-06-29 01:28:33.641535,45.066948,7.702033,0101000020E6100000E0D91EBDE1CE1E402C4487C091884640
6057739,1407,31440938,Entire home/apt,,Turin,,Centro - Crocetta,14,4.5,3,1.0,,87.0,,2017-06-29 01:28:30.719595,45.069933,7.686056,0101000020E6100000F7E5CC7685BE1E40A1F48590F3884640
18305965,1407,126609634,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",0,0.0,4,2.0,,93.0,,2017-06-29 01:28:30.714952,45.072215,7.693631,0101000020E610000094F7713447C61E40ECA353573E894640
13808292,1407,396928,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,1,0.0,2,1.0,,93.0,,2017-06-29 01:28:30.705245,45.055478,7.680364,0101000020E6100000C3802557B1B81E40E1D231E719874640
1681590,1407,8893196,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,5,4.0,2,1.0,,93.0,,2017-06-29 01:28:30.690350,45.057559,7.681373,0101000020E61000007782FDD7B9B91E40944BE3175E874640
4563296,1407,12688503,Entire home/apt,,Turin,,Centro - Crocetta,8,5.0,4,2.0,,98.0,,2017-06-29 01:28:28.634550,45.04667,7.667198,0101000020E610000091D3D7F335AB1E4027DA5548F9854640
15063073,1407,95242708,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,2,1.0,,87.0,,2017-06-29 01:28:28.627985,45.071244,7.675292,0101000020E61000007100FDBE7FB31E40A304FD851E894640
12003838,1407,480273,Entire home/apt,,Turin,,Centro - Crocetta,0,0.0,4,1.0,,98.0,,2017-06-29 01:28:28.623093,45.070856,7.68089,0101000020E61000009AB1683A3BB91E40D95C35CF11894640
5505448,1407,5558375,Entire home/apt,,Turin,,Centro - Crocetta,13,5.0,4,1.0,,103.0,,2017-06-29 01:28:28.598825,45.060317,7.692287,0101000020E6100000A8C821E2E6C41E404832AB77B8874640
13107351,1407,24667522,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,6,2.0,,96.0,,2017-06-29 01:28:27.548778,45.056118,7.655552,0101000020E6100000404F0306499F1E40C45BE7DF2E874640
15950719,1407,24667522,Entire home/apt,,Turin,,San Donato - Campidoglio - Parella,6,4.5,7,2.0,,87.0,,2017-06-29 01:28:27.526624,45.081546,7.649725,0101000020E61000000C93A98251991E40508F6D19708A4640
8981495,1407,9517117,Entire home/apt,,Turin,,Centro - Crocetta,3,4.0,4,2.0,,93.0,,2017-06-29 01:28:27.511231,45.059595,7.690242,0101000020E6100000724D81CCCEC21E40A80018CFA0874640
12584911,1407,47170470,Entire home/apt,,Turin,,San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna,1,0.0,4,1.0,,83.0,,2017-06-29 01:28:25.799134,45.065617,7.63993,0101000020E6100000C8EA56CF498F1E40E4874A2366884640
14593391,1407,8214749,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,3,5.0,3,1.0,,93.0,,2017-06-29 01:28:25.773880,45.052443,7.692262,0101000020E6100000E10D6954E0C41E40BAF3C473B6864640
15403108,1407,20544508,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",4,5.0,3,1.0,,98.0,,2017-06-29 01:28:25.768658,45.065095,7.714736,0101000020E61000006E1805C1E3DB1E400A11700855884640
15532797,1407,99903909,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",3,5.0,4,1.0,,93.0,,2017-06-29 01:28:23.819566,45.078575,7.687096,0101000020E610000084D9041896BF1E4040A4DFBE0E8A4640
2030453,1407,10426848,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",62,5.0,4,1.0,,87.0,,2017-06-29 01:28:23.812716,45.067971,7.703954,0101000020E6100000B58D3F51D9D01E40C8091346B3884640
16154519,1407,15896572,Entire home/apt,,Turin,,Centro - Crocetta,4,5.0,4,1.0,,87.0,,2017-06-29 01:28:23.809547,45.066191,7.697512,0101000020E61000002C45F29540CA1E4010255AF278884640
9664331,1407,16667368,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",9,5.0,3,2.0,,93.0,,2017-06-29 01:28:23.806848,45.073035,7.694104,0101000020E61000005517F032C3C61E404F3BFC3559894640
12492389,1407,14378586,Entire home/apt,,Turin,,"Aurora, Vanchiglia - Sassi - Madonna del Pilone",16,5.0,4,2.0,,90.0,,2017-06-29 01:28:23.801952,45.074989,7.694661,0101000020E6100000043A933655C71E40A647533D99894640
9083429,1407,5302572,Entire home/apt,,Turin,,Centro - Crocetta,35,5.0,4,1.0,,87.0,,2017-06-29 01:28:18.995649,45.076168,7.677856,0101000020E6100000EA961DE21FB61E4039807EDFBF894640
10148836,1407,52083041,Entire home/apt,,Turin,,Centro - Crocetta,25,4.5,5,1.0,,85.0,,2017-06-29 01:28:18.990374,45.066077,7.682948,0101000020E6100000747973B856BB1E4047020D3675884640
16809881,1407,20766127,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,3,4.5,5,2.0,,93.0,,2017-06-29 01:28:18.985383,45.06023,7.684209,0101000020E6100000F583BA48A1BC1E40791EDC9DB5874640
14115258,1407,27145254,Entire home/apt,,Turin,,Centro - Crocetta,1,0.0,5,2.0,,93.0,,2017-06-29 01:28:18.978920,45.072342,7.690722,0101000020E6100000C782C2A04CC31E404910AE8042894640
18820487,1407,131039137,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,1,0.0,2,1.0,,93.0,,2017-06-29 01:28:17.119809,45.053865,7.706621,0101000020E6100000D2AA967494D31E4014B35E0CE5864640
15535154,1407,24402828,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,4,5.0,4,2.0,,87.0,,2017-06-29 01:28:17.106983,45.058547,7.693472,0101000020E610000050C422861DC61E40B323D5777E874640
18058212,1407,94900700,Entire home/apt,,Turin,,Centro - Crocetta,6,5.0,6,2.0,,93.0,,2017-06-29 01:28:15.368511,45.062368,7.68814,0101000020E61000001B47ACC5A7C01E409128B4ACFB874640
6554606,1407,34280608,Entire home/apt,,Turin,,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,59,5.0,5,2.0,,83.0,,2017-06-29 01:28:13.783903,45.058257,7.678823,0101000020E6100000271763601DB71E40ACE122F774874640
8304930,1407,43787102,Entire home/apt,,Turin,,Santa Rita - Mirafiori,1,0.0,4,1.0,,70.0,,2017-06-29 01:28:11.494285,45.014309,7.623663,0101000020E6100000A7E67283A17E1E40EC8497E0D4814640
